track,agency,cert_code,cert_name,name,phone,gender,birth_date,exam_region,exam_date,exam_session,fee_amount,fee_discount_type,fee_final,payment_method,status,usage_context,channel,memo,extra,created_at
국가기술,두두넷,7530,굴착기운전기능사,고점순,010-5092-8450,F,1931-08-27,서울,2026-11-23,2교시,14500,없음,14500,신용카드,취소,복지관,,,"{""source_receipt"": ""DN2026545905"", ""education"": ""전문대졸"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""비전공자"", ""exam_center"": ""서울2시험장"", ""payment_status"": ""환불"", ""discount_amount"": 0}",2026-08-02 21:50:00
국가기술,두두넷,7530,굴착기운전기능사,신필호,010-2925-5748,M,1944-10-11,충북,2026-10-17,1교시,14500,없음,14500,계좌이체,접수완료,가족보조,,,"{""source_receipt"": ""DN2026005523"", ""education"": ""중학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""비전공자"", ""exam_center"": ""청주시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-09 10:23:00
국가기술,두두넷,2300,전기기능사,곽복순,010-2219-2113,F,1945-09-07,경북,2026-09-15,1교시,14500,없음,14500,계좌이체,접수완료,본인단독,,,"{""source_receipt"": ""DN2026326246"", ""education"": ""고등학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""정기"", ""exam_round"": ""2"", ""eligibility"": ""경력"", ""exam_center"": ""포항시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-13 16:30:00
국가기술,두두넷,2300,전기기능사,유봉숙,010-4953-7042,F,1964-03-09,제주,2026-10-27,2교시,14500,없음,14500,가상계좌,접수완료,가족보조,,,"{""source_receipt"": ""DN2026107758"", ""education"": ""전문대졸"", ""grade"": ""기능사"", ""exam_type"": ""정기"", ""exam_round"": ""3"", ""eligibility"": ""비전공자"", ""exam_center"": ""제주시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-03 15:10:00
국가기술,두두넷,7520,지게차운전기능사,차미자,010-2500-1961,F,1929-09-23,서울,2026-09-24,1교시,14500,장애인,7250,가상계좌,접수완료,복지관,,,"{""source_receipt"": ""DN2026200461"", ""education"": ""전문대졸"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""비전공자"", ""exam_center"": ""서울2시험장"", ""payment_status"": ""완료"", ""discount_amount"": 7250}",2026-08-03 17:58:00
국가기술,두두넷,7910,한식조리기능사,송만복,010-3296-8107,M,1961-10-12,세종,2026-11-08,2교시,14500,없음,14500,신용카드,접수완료,가족보조,,,"{""source_receipt"": ""DN2026222769"", ""education"": ""고등학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""관련학과졸업"", ""exam_center"": ""세종시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-18 22:30:00
국가기술,두두넷,2300,전기기능사,권갑수,010-2285-4809,M,1962-01-15,광주,2026-10-12,5교시,14500,국가유공자,7250,신용카드,접수완료,복지관,,,"{""source_receipt"": ""DN2026524577"", ""education"": ""전문대졸"", ""grade"": ""기능사"", ""exam_type"": ""정기"", ""exam_round"": ""1"", ""eligibility"": ""경력"", ""exam_center"": ""광주시험장"", ""payment_status"": ""완료"", ""discount_amount"": 7250}",2026-08-10 19:31:00
국가기술,두두넷,7910,한식조리기능사,송재호,010-7989-1654,M,1955-06-10,부산,2026-10-03,1교시,14500,없음,14500,계좌이체,접수완료,복지관,,,"{""source_receipt"": ""DN2026797268"", ""education"": ""중학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""경력"", ""exam_center"": ""부산남부시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-15 13:04:00
국가기술,두두넷,7530,굴착기운전기능사,정순자,010-7062-2327,F,1941-08-04,강원,2026-11-15,1교시,14500,없음,14500,신용카드,접수완료,복지관,,,"{""source_receipt"": ""DN2026217348"", ""education"": ""고등학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""비전공자"", ""exam_center"": ""춘천시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-17 17:19:00
국가기술,두두넷,7530,굴착기운전기능사,성옥분,010-7964-8840,F,1950-11-03,충북,2026-10-17,2교시,14500,없음,14500,계좌이체,접수완료,본인단독,,,"{""source_receipt"": ""DN2026894685"", ""education"": ""고등학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""경력"", ""exam_center"": ""청주시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-10 15:23:00
국가기술,두두넷,7530,굴착기운전기능사,전필호,010-1048-5648,M,1935-07-08,세종,2026-10-23,3교시,14500,없음,14500,계좌이체,접수완료,가족보조,,,"{""source_receipt"": ""DN2026568509"", ""education"": ""중학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""경력"", ""exam_center"": ""세종시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-16 19:05:00
국가기술,두두넷,7910,한식조리기능사,박영숙,010-4634-3805,F,1931-10-04,충남,2026-09-18,2교시,14500,없음,14500,가상계좌,접수완료,본인단독,,,"{""source_receipt"": ""DN2026014610"", ""education"": ""중학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""관련학과졸업"", ""exam_center"": ""천안시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-18 17:47:00
국가기술,두두넷,7520,지게차운전기능사,고순옥,010-7504-8975,F,1941-09-25,울산,2026-11-13,3교시,14500,없음,14500,계좌이체,접수완료,본인단독,,,"{""source_receipt"": ""DN2026218626"", ""education"": ""대학교졸"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""경력"", ""exam_center"": ""울산시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-17 15:38:00
국가기술,두두넷,2300,전기기능사,차선옥,010-8100-9897,F,1944-08-19,경남,2026-10-19,1교시,14500,없음,14500,신용카드,접수완료,가족보조,,,"{""source_receipt"": ""DN2026831060"", ""education"": ""고등학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""정기"", ""exam_round"": ""3"", ""eligibility"": ""관련학과졸업"", ""exam_center"": ""창원시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-18 21:47:00
국가기술,두두넷,7520,지게차운전기능사,임일남,010-7101-2754,M,1939-05-06,대구,2026-10-11,1교시,14500,없음,14500,신용카드,취소,복지관,,,"{""source_receipt"": ""DN2026724749"", ""education"": ""전문대졸"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""관련학과졸업"", ""exam_center"": ""대구시험장"", ""payment_status"": ""환불"", ""discount_amount"": 0}",2026-08-09 13:42:00
국가기술,두두넷,7910,한식조리기능사,유정호,010-6600-8177,M,1964-04-03,제주,2026-11-26,5교시,14500,없음,14500,계좌이체,접수완료,본인단독,,,"{""source_receipt"": ""DN2026853069"", ""education"": ""고등학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""비전공자"", ""exam_center"": ""제주시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-16 10:27:00
국가기술,두두넷,7530,굴착기운전기능사,백만복,010-7650-9988,M,1961-08-22,충북,2026-09-27,5교시,14500,없음,14500,신용카드,접수완료,복지관,,,"{""source_receipt"": ""DN2026546035"", ""education"": ""고등학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""비전공자"", ""exam_center"": ""청주시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-05 20:53:00
국가기술,두두넷,7910,한식조리기능사,고용기,010-7242-4944,M,1964-02-11,인천,2026-11-08,4교시,14500,국가유공자,7250,신용카드,접수완료,가족보조,,,"{""source_receipt"": ""DN2026405134"", ""education"": ""고등학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""경력"", ""exam_center"": ""인천시험장"", ""payment_status"": ""완료"", ""discount_amount"": 7250}",2026-08-08 21:31:00
국가기술,두두넷,7520,지게차운전기능사,서경자,010-8734-2179,F,1955-02-10,제주,2026-10-21,5교시,14500,없음,14500,계좌이체,접수완료,복지관,,,"{""source_receipt"": ""DN2026270198"", ""education"": ""고등학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""경력"", ""exam_center"": ""제주시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-01 09:57:00
국가기술,두두넷,2300,전기기능사,차필호,010-8023-3245,M,1955-12-11,대구,2026-09-17,1교시,14500,없음,14500,신용카드,접수완료,본인단독,,,"{""source_receipt"": ""DN2026933777"", ""education"": ""대학교졸"", ""grade"": ""기능사"", ""exam_type"": ""정기"", ""exam_round"": ""1"", ""eligibility"": ""관련학과졸업"", ""exam_center"": ""대구시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-08 13:45:00
국가기술,두두넷,2300,전기기능사,성두만,010-6516-4933,M,1953-02-26,세종,2026-11-27,3교시,14500,없음,14500,신용카드,접수완료,본인단독,,,"{""source_receipt"": ""DN2026057408"", ""education"": ""고등학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""정기"", ""exam_round"": ""2"", ""eligibility"": ""관련학과졸업"", ""exam_center"": ""세종시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-08 18:18:00
국가기술,두두넷,7530,굴착기운전기능사,김동석,010-4911-4933,M,1929-01-05,부산,2026-11-08,5교시,14500,없음,14500,가상계좌,접수완료,본인단독,,,"{""source_receipt"": ""DN2026762794"", ""education"": ""고등학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""비전공자"", ""exam_center"": ""부산시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-11 15:09:00
국가기술,두두넷,7910,한식조리기능사,안만수,010-8023-3375,M,1941-01-20,광주,2026-09-19,2교시,14500,없음,14500,가상계좌,접수완료,본인단독,,,"{""source_receipt"": ""DN2026853114"", ""education"": ""대학교졸"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""관련학과졸업"", ""exam_center"": ""광주시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-09 16:44:00
국가기술,두두넷,2300,전기기능사,조귀순,010-9236-2534,F,1938-10-16,경기,2026-10-18,5교시,14500,없음,14500,신용카드,접수완료,가족보조,,,"{""source_receipt"": ""DN2026662154"", ""education"": ""고등학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""정기"", ""exam_round"": ""1"", ""eligibility"": ""비전공자"", ""exam_center"": ""고양시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-14 18:00:00
국가기술,두두넷,7910,한식조리기능사,권복순,010-2978-1123,F,1964-05-06,울산,2026-10-22,1교시,14500,없음,14500,신용카드,취소,복지관,,,"{""source_receipt"": ""DN2026764076"", ""education"": ""중학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""관련학과졸업"", ""exam_center"": ""울산시험장"", ""payment_status"": ""환불"", ""discount_amount"": 0}",2026-08-17 17:18:00
국가기술,두두넷,7530,굴착기운전기능사,우두만,010-9044-1632,M,1930-06-13,세종,2026-10-01,1교시,14500,국가유공자,7250,신용카드,접수완료,복지관,,,"{""source_receipt"": ""DN2026092496"", ""education"": ""초등학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""비전공자"", ""exam_center"": ""세종시험장"", ""payment_status"": ""완료"", ""discount_amount"": 7250}",2026-08-15 13:54:00
국가기술,두두넷,2300,전기기능사,서말순,010-4092-8411,F,1964-11-01,인천,2026-11-08,2교시,14500,없음,14500,신용카드,접수완료,본인단독,,,"{""source_receipt"": ""DN2026603308"", ""education"": ""중학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""정기"", ""exam_round"": ""4"", ""eligibility"": ""경력"", ""exam_center"": ""인천시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-14 16:44:00
국가기술,두두넷,7530,굴착기운전기능사,노귀순,010-9580-8194,F,1946-11-10,경남,2026-11-26,5교시,14500,없음,14500,계좌이체,접수완료,복지관,,,"{""source_receipt"": ""DN2026194629"", ""education"": ""초등학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""관련학과졸업"", ""exam_center"": ""창원시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-02 22:18:00
국가기술,두두넷,7910,한식조리기능사,권광수,010-1352-2429,M,1949-11-11,광주,2026-09-10,2교시,14500,없음,14500,신용카드,접수완료,본인단독,,,"{""source_receipt"": ""DN2026342666"", ""education"": ""대학원졸"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""경력"", ""exam_center"": ""광주시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-03 21:29:00
국가기술,두두넷,7520,지게차운전기능사,권철수,010-3014-8713,M,1944-01-14,충남,2026-10-16,5교시,14500,없음,14500,계좌이체,접수완료,가족보조,,,"{""source_receipt"": ""DN2026753827"", ""education"": ""대학원졸"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""경력"", ""exam_center"": ""천안시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-04 14:51:00
국가기술,두두넷,7910,한식조리기능사,윤영호,010-1451-3059,M,1939-06-15,세종,2026-10-11,1교시,14500,국가유공자,7250,계좌이체,접수완료,본인단독,,,"{""source_receipt"": ""DN2026490680"", ""education"": ""전문대졸"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""비전공자"", ""exam_center"": ""세종시험장"", ""payment_status"": ""완료"", ""discount_amount"": 7250}",2026-08-04 22:26:00
국가기술,두두넷,7520,지게차운전기능사,양정순,010-3789-9801,F,1941-02-07,충북,2026-11-05,4교시,14500,없음,14500,신용카드,접수완료,본인단독,,,"{""source_receipt"": ""DN2026341848"", ""education"": ""전문대졸"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""경력"", ""exam_center"": ""청주시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-08 09:14:00
국가기술,두두넷,2300,전기기능사,한영호,010-6917-7587,M,1940-09-03,전북,2026-11-18,2교시,14500,없음,14500,가상계좌,접수완료,복지관,,,"{""source_receipt"": ""DN2026308695"", ""education"": ""대학교졸"", ""grade"": ""기능사"", ""exam_type"": ""정기"", ""exam_round"": ""2"", ""eligibility"": ""관련학과졸업"", ""exam_center"": ""전주시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-04 14:00:00
국가기술,두두넷,7910,한식조리기능사,장순자,010-8643-9003,F,1951-04-21,경남,2026-09-25,5교시,14500,국가유공자,7250,신용카드,접수완료,본인단독,,,"{""source_receipt"": ""DN2026570942"", ""education"": ""고등학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""비전공자"", ""exam_center"": ""창원시험장"", ""payment_status"": ""완료"", ""discount_amount"": 7250}",2026-08-03 11:06:00
국가기술,두두넷,7520,지게차운전기능사,정성호,010-8341-1911,M,1943-10-02,세종,2026-09-04,3교시,14500,없음,14500,계좌이체,접수완료,가족보조,,,"{""source_receipt"": ""DN2026816107"", ""education"": ""대학교졸"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""관련학과졸업"", ""exam_center"": ""세종시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-01 19:08:00
국가기술,두두넷,2300,전기기능사,전동호,010-5190-3550,M,1965-12-03,세종,2026-10-15,5교시,14500,없음,14500,신용카드,취소,복지관,,,"{""source_receipt"": ""DN2026979510"", ""education"": ""전문대졸"", ""grade"": ""기능사"", ""exam_type"": ""정기"", ""exam_round"": ""4"", ""eligibility"": ""관련학과졸업"", ""exam_center"": ""세종시험장"", ""payment_status"": ""환불"", ""discount_amount"": 0}",2026-08-10 10:36:00
국가기술,두두넷,7520,지게차운전기능사,고옥분,010-2523-4138,F,1939-06-12,충남,2026-11-18,5교시,14500,없음,14500,신용카드,접수완료,본인단독,,,"{""source_receipt"": ""DN2026293630"", ""education"": ""중학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""경력"", ""exam_center"": ""천안시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-14 09:08:00
국가기술,두두넷,7530,굴착기운전기능사,우복남,010-2456-2055,M,1948-06-13,경북,2026-10-11,2교시,14500,없음,14500,가상계좌,접수완료,가족보조,,,"{""source_receipt"": ""DN2026043234"", ""education"": ""전문대졸"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""관련학과졸업"", ""exam_center"": ""포항시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-01 12:53:00
국가기술,두두넷,7520,지게차운전기능사,구철수,010-1085-9808,M,1944-12-04,인천,2026-11-19,2교시,14500,없음,14500,계좌이체,접수완료,복지관,,,"{""source_receipt"": ""DN2026257635"", ""education"": ""대학교졸"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""경력"", ""exam_center"": ""인천시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-09 18:15:00
국가기술,두두넷,7910,한식조리기능사,홍경자,010-2150-2167,F,1953-11-22,제주,2026-09-12,5교시,14500,기초생활수급자,7250,가상계좌,접수완료,가족보조,,,"{""source_receipt"": ""DN2026748191"", ""education"": ""중학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""비전공자"", ""exam_center"": ""제주시험장"", ""payment_status"": ""완료"", ""discount_amount"": 7250}",2026-08-15 09:45:00
국가기술,두두넷,7520,지게차운전기능사,차삼석,010-9038-3385,M,1965-04-13,경북,2026-10-12,3교시,14500,없음,14500,신용카드,접수완료,가족보조,,,"{""source_receipt"": ""DN2026975902"", ""education"": ""고등학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""경력"", ""exam_center"": ""포항시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-06 22:12:00
국가기술,두두넷,7530,굴착기운전기능사,하복남,010-9033-1683,M,1947-08-26,전남,2026-09-05,5교시,14500,없음,14500,계좌이체,접수완료,복지관,,,"{""source_receipt"": ""DN2026063004"", ""education"": ""중학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""경력"", ""exam_center"": ""순천시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-05 11:09:00
국가기술,두두넷,7530,굴착기운전기능사,양정순,010-4808-8255,F,1946-03-05,대전,2026-09-26,1교시,14500,없음,14500,계좌이체,접수완료,본인단독,,,"{""source_receipt"": ""DN2026640231"", ""education"": ""대학원졸"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""관련학과졸업"", ""exam_center"": ""대전시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-12 18:16:00
국가기술,두두넷,7910,한식조리기능사,황복남,010-3350-4304,M,1944-10-11,부산,2026-10-14,4교시,14500,없음,14500,신용카드,접수완료,본인단독,,,"{""source_receipt"": ""DN2026899340"", ""education"": ""대학교졸"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""비전공자"", ""exam_center"": ""부산남부시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-07 16:32:00
국가기술,두두넷,7910,한식조리기능사,고계순,010-7243-7607,F,1963-10-16,충남,2026-09-06,2교시,14500,없음,14500,신용카드,접수완료,본인단독,,,"{""source_receipt"": ""DN2026090429"", ""education"": ""고등학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""비전공자"", ""exam_center"": ""천안시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-15 17:50:00
국가기술,두두넷,7910,한식조리기능사,신두만,010-3801-6127,M,1947-05-26,인천,2026-09-18,5교시,14500,장애인,7250,가상계좌,접수완료,본인단독,,,"{""source_receipt"": ""DN2026452274"", ""education"": ""대학교졸"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""비전공자"", ""exam_center"": ""인천시험장"", ""payment_status"": ""완료"", ""discount_amount"": 7250}",2026-08-16 15:39:00
국가기술,두두넷,7910,한식조리기능사,유봉숙,010-8695-5921,F,1952-07-06,충남,2026-09-11,3교시,14500,기초생활수급자,7250,가상계좌,접수완료,본인단독,,,"{""source_receipt"": ""DN2026063113"", ""education"": ""전문대졸"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""관련학과졸업"", ""exam_center"": ""천안시험장"", ""payment_status"": ""완료"", ""discount_amount"": 7250}",2026-08-11 20:53:00
국가기술,두두넷,2300,전기기능사,윤일남,010-6845-6901,M,1938-03-24,충북,2026-10-02,5교시,14500,없음,14500,신용카드,접수완료,가족보조,,,"{""source_receipt"": ""DN2026562059"", ""education"": ""중학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""정기"", ""exam_round"": ""3"", ""eligibility"": ""관련학과졸업"", ""exam_center"": ""청주시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-04 11:43:00
국가기술,두두넷,7910,한식조리기능사,홍상길,010-2190-7109,M,1961-08-20,대전,2026-11-11,2교시,14500,없음,14500,가상계좌,결제대기,가족보조,,,"{""source_receipt"": ""DN2026673867"", ""education"": ""고등학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""비전공자"", ""exam_center"": ""대전시험장"", ""payment_status"": ""대기"", ""discount_amount"": 0}",2026-08-02 17:14:00
국가기술,두두넷,7520,지게차운전기능사,김영수,010-7402-8652,M,1931-09-20,충남,2026-11-16,5교시,14500,없음,14500,계좌이체,접수완료,복지관,,,"{""source_receipt"": ""DN2026684736"", ""education"": ""전문대졸"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""비전공자"", ""exam_center"": ""천안시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-10 10:04:00
국가기술,두두넷,7910,한식조리기능사,노순옥,010-3949-5742,F,1947-09-17,부산,2026-11-27,5교시,14500,없음,14500,계좌이체,취소,본인단독,,,"{""source_receipt"": ""DN2026297907"", ""education"": ""고등학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""비전공자"", ""exam_center"": ""부산남부시험장"", ""payment_status"": ""환불"", ""discount_amount"": 0}",2026-08-06 21:06:00
국가기술,두두넷,2300,전기기능사,곽복순,010-9919-7968,F,1957-04-15,부산,2026-11-10,2교시,14500,없음,14500,계좌이체,취소,본인단독,,,"{""source_receipt"": ""DN2026590127"", ""education"": ""중학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""정기"", ""exam_round"": ""2"", ""eligibility"": ""경력"", ""exam_center"": ""부산시험장"", ""payment_status"": ""환불"", ""discount_amount"": 0}",2026-08-07 11:05:00
국가기술,두두넷,7520,지게차운전기능사,차삼석,010-5968-5850,M,1953-02-22,경기,2026-10-07,3교시,14500,없음,14500,계좌이체,접수완료,복지관,,,"{""source_receipt"": ""DN2026622897"", ""education"": ""고등학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""비전공자"", ""exam_center"": ""성남시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-06 16:35:00
국가기술,두두넷,7530,굴착기운전기능사,신근호,010-8162-8847,M,1957-07-13,경기,2026-11-15,2교시,14500,없음,14500,계좌이체,접수완료,가족보조,,,"{""source_receipt"": ""DN2026776605"", ""education"": ""고등학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""경력"", ""exam_center"": ""고양시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-12 22:26:00
국가기술,두두넷,7910,한식조리기능사,최필순,010-2859-8877,F,1929-02-14,강원,2026-10-18,5교시,14500,없음,14500,신용카드,취소,복지관,,,"{""source_receipt"": ""DN2026803656"", ""education"": ""전문대졸"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""비전공자"", ""exam_center"": ""춘천시험장"", ""payment_status"": ""환불"", ""discount_amount"": 0}",2026-08-07 16:20:00
국가기술,두두넷,7520,지게차운전기능사,박광수,010-3778-1511,M,1958-09-28,경북,2026-10-17,4교시,14500,없음,14500,가상계좌,접수완료,복지관,,,"{""source_receipt"": ""DN2026018685"", ""education"": ""고등학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""비전공자"", ""exam_center"": ""포항시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-06 10:37:00
국가기술,두두넷,7530,굴착기운전기능사,손정순,010-5691-6298,F,1951-04-16,세종,2026-10-23,2교시,14500,없음,14500,계좌이체,접수완료,복지관,,,"{""source_receipt"": ""DN2026223474"", ""education"": ""고등학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""비전공자"", ""exam_center"": ""세종시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-08 10:43:00
국가기술,두두넷,7520,지게차운전기능사,곽종수,010-7117-1133,M,1961-03-22,울산,2026-11-22,2교시,14500,차상위계층,7250,계좌이체,접수완료,가족보조,,,"{""source_receipt"": ""DN2026498386"", ""education"": ""고등학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""비전공자"", ""exam_center"": ""울산시험장"", ""payment_status"": ""완료"", ""discount_amount"": 7250}",2026-08-10 20:29:00
국가기술,두두넷,7520,지게차운전기능사,신말자,010-1941-4494,F,1937-04-18,경기,2026-09-04,3교시,14500,없음,14500,계좌이체,결제대기,복지관,,,"{""source_receipt"": ""DN2026778762"", ""education"": ""중학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""비전공자"", ""exam_center"": ""성남시험장"", ""payment_status"": ""대기"", ""discount_amount"": 0}",2026-08-19 15:35:00
국가기술,두두넷,7910,한식조리기능사,임원호,010-9152-7243,M,1958-08-16,울산,2026-09-17,2교시,14500,없음,14500,신용카드,접수완료,본인단독,,,"{""source_receipt"": ""DN2026875788"", ""education"": ""중학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""관련학과졸업"", ""exam_center"": ""울산시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-13 17:23:00
국가기술,두두넷,7910,한식조리기능사,박재호,010-7884-9857,M,1965-06-27,경기,2026-09-13,3교시,14500,없음,14500,신용카드,접수완료,복지관,,,"{""source_receipt"": ""DN2026721563"", ""education"": ""고등학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""비전공자"", ""exam_center"": ""수원시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-11 12:09:00
국가기술,두두넷,2300,전기기능사,민순자,010-1989-9987,F,1953-11-06,대구,2026-11-12,2교시,14500,기초생활수급자,7250,신용카드,취소,복지관,,,"{""source_receipt"": ""DN2026433532"", ""education"": ""전문대졸"", ""grade"": ""기능사"", ""exam_type"": ""정기"", ""exam_round"": ""2"", ""eligibility"": ""관련학과졸업"", ""exam_center"": ""대구시험장"", ""payment_status"": ""환불"", ""discount_amount"": 7250}",2026-08-16 10:01:00
